"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","ligninSampleID","ligninSampleBarcode","collectDate","analysisDate","analyticalRepNumber","dryMass","digestVolume","foliarPhosphorusConc","foliarPotassiumConc","foliarCalciumConc","foliarMagnesiumConc","foliarSulfurConc","foliarManganeseConc","foliarIronConc","foliarCopperConc","foliarBoronConc","foliarZincConc","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"01190e57-1aea-4fe1-8163-9960a3a4f423","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh2kQz3M3JqDs=","A00000000775","AVQkM2txcce10wz3R9YDPCy/qOkm4YuhyFoGIkKm2B8=","A00000032244","2018-09-13T19:07Z","2018-12-26",1,0.126,50,0.082,0.316,0.736,0.144,0.101,707.1,72.2,4.4,16.2,13,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"00cedf6f-6207-4010-b9df-ba950f9b93b1","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTxwuHuVekxaA=","A00000000750","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTWyAmWfd6HZWC+uYZPesvTg==","A00000032239","2018-09-13T19:57Z","2018-12-26",1,0.1,50,0.082,0.433,1.193,0.158,0.138,818.7,64.4,3.5,34.5,3.2,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"e46322f8-0805-4952-84aa-ed5413de7f33","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8loyloTarjQ/wzkXvTRKclI=","A00000000783","AVQkM2txcceIitBakpoc8loyloTarjQ/rP+tTiZyn6o=","A00000032236","2018-09-17T13:45Z","2018-12-26",1,0.107,50,0.099,0.46,0.185,0.117,0.085,644.1,34.8,2.5,17.7,17.9,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"708295ce-1a2d-44a3-9ba5-ce060db4bf97","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8h0+cR9qiKY2SVo741tpyNU=","A00000000760","AVQkM2txcceIitBakpoc8h0+cR9qiKY2AFs3x4wamJI=","A00000032234","2018-09-17T16:27Z","2018-12-26",1,0.126,50,0.119,0.537,0.245,0.129,0.075,826.2,33.4,2.7,22.2,23.3,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"8dda6e95-8b21-4835-9b47-772e289cc4fd","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8nNFI38kpaWdWDI6HA3w2cQ=","A00000000754","AVQkM2txcceIitBakpoc8nNFI38kpaWd5I7KijKLSBM=","A00000032231","2018-09-17T19:26Z","2018-12-26",1,0.132,50,0.097,0.563,0.099,0.098,0.072,484.2,32,3.1,20.5,14.3,"0","0",NA,"University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"c853f2ba-57b4-46c5-8bba-9d2bfcaf8945","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk1+52DmmtjULpk2KHiWTONl2optV4j8vL6Y=",NA,"HvxvVDlCk1+52DmmtjULpk2KHiWTONl2AyBk/0pbYcI=",NA,"2017-07-24T12:29Z","2018-03-19",1,0.108,50,0.15,0.58,0.52,0.34,0.12,241.5,38.7,3.6,75.2,12.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"434f8cda-4c27-4a43-bb91-f2f4dc9ac040","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=",NA,"HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==",NA,"2017-07-24T13:06Z","2018-03-19",1,0.11,50,0.22,0.89,0.97,0.37,0.17,29.7,63.1,6.3,19.6,23.9,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"272772a6-61bc-445d-bd4f-627cc7b7583a","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=",NA,"HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==",NA,"2017-07-24T13:06Z","2018-03-19",2,0.105,50,0.22,0.88,1,0.37,0.18,31.3,71.9,7.2,18.5,25.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"87949dea-d77a-472b-9e1f-04a2306f3f60","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRw+6sK11aWqs=",NA,"HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRtx+LCXQyZWQ=",NA,"2017-07-24T15:09Z","2018-03-19",1,0.108,50,0.06,1.72,0.74,0.63,0.13,212.8,272.6,3.7,22,24.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"97c38f39-927c-4c26-a45f-0d0de4d53281","SCBI_004.basePlot.cfc","D02","SCBI","SCBI_004","distributed","HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oknqmSB0px8=",NA,"HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oJmhmKxzDCY=",NA,"2017-07-25T13:28Z","2018-03-19",1,0.106,50,0.16,1.68,1.98,0.55,0.11,67.5,53.2,25.1,46.9,16.5,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"edf5b2e5-06c7-44ae-804e-fc390ca33eee","SCBI_004.basePlot.cfc","D02","SCBI","SCBI_004","distributed","HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl2hZ7UP3OAE=",NA,"HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcxBJk92JCu1ErBe8+n81eiw==",NA,"2017-07-25T13:29Z","2018-03-19",1,0.105,50,0.17,0.99,1.31,0.28,0.17,312.5,75,8.1,41.8,29.5,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"b79e11e4-62f7-4163-98c9-75ad75cf6f4e","SCBI_004.basePlot.cfc","D02","SCBI","SCBI_004","distributed","HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNS/W4G1Iat3s=",NA,"HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNKVYrgd/2kEY=",NA,"2017-07-25T14:26Z","2018-03-19",1,0.106,50,0.1,0.66,0.95,0.24,0.11,138.8,45.3,8.6,30.1,29.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ae3f61f3-9894-40fb-a501-fc1c175c42e4","SCBI_045.basePlot.cfc","D02","SCBI","SCBI_045","tower","HvxvVDlCk1883DeQw28MdnJFN2Yr4f0apRmAwsMvV50=",NA,"HvxvVDlCk1883DeQw28MdnJFN2Yr4f0aEQ9c64G813o=",NA,"2017-07-25T16:57Z","2018-03-19",1,0.108,50,0.17,1.48,1.65,0.28,0.11,31.1,55.5,10.4,32.6,15,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"6dce33c1-3850-47d4-913a-263a8e59c191","SCBI_049.basePlot.cfc","D02","SCBI","SCBI_049","tower","HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=",NA,"HvxvVDlCk18oNCQQptCKY1FS/2EKbyWziHTr/14x71s=",NA,"2017-07-26T13:50Z","2018-03-19",1,0.103,50,0.13,1.07,0.89,0.59,0.13,1514.2,42.1,8.9,23.1,28.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ab437757-8bdf-4e09-a9c9-0564b527a00e","SCBI_049.basePlot.cfc","D02","SCBI","SCBI_049","tower","HvxvVDlCk18oNCQQptCKY1FS/2EKbyWzdzxSLKrdj+4=",NA,"HvxvVDlCk18oNCQQptCKY1FS/2EKbyWziHTr/14x71s=",NA,"2017-07-26T13:50Z","2018-03-19",2,0.103,50,0.12,1.11,0.91,0.61,0.13,1515.3,40.5,8.8,20.2,28.1,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"e0f9a8ea-c84e-43e2-a6c0-8d5996dfd1b0","SCBI_049.basePlot.cfc","D02","SCBI","SCBI_049","tower","HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzjRrqnIHDlKA=",NA,"HvxvVDlCk19Uda+oQsq6DYY/6bZIJmlzEEwfXuIEu8s=",NA,"2017-07-26T15:52Z","2018-03-19",1,0.106,50,0.12,0.41,0.84,0.23,0.1,237.4,309.8,4.2,22.1,26.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"6d7bd04d-8109-4e4b-9c3f-ba50c3c0d7b4","SCBI_049.basePlot.cfc","D02","SCBI","SCBI_049","tower","HvxvVDlCk1+KVx888dV2UvUKxPneZWVxjm4EVnGl/t4=",NA,"HvxvVDlCk1+KVx888dV2UvUKxPneZWVxwQsuDXfTVwE=",NA,"2017-07-26T17:54Z","2018-03-19",1,0.103,50,0.14,0.89,1.47,0.39,0.11,499,62.5,8.4,40,28.3,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"cf03dd85-bcb6-49ed-916d-92349975dd28","SCBI_010.basePlot.cfc","D02","SCBI","SCBI_010","distributed","HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq64SBG3RfAhI4=",NA,"HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6tOEbWMwSyvQTdeYfY2sWfQ==",NA,"2017-07-27T14:24Z","2018-03-19",1,0.105,50,0.19,1.58,1.13,0.44,0.2,1010.5,69.8,6.1,69.8,33,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"f5b7c0e8-c204-4de4-9aea-14011b38666b","SCBI_010.basePlot.cfc","D02","SCBI","SCBI_010","distributed","HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=",NA,"HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6a6JhtvkGOPhroCveMhop6w==",NA,"2017-07-27T16:32Z","2018-03-19",1,0.108,50,0.18,1.11,2.18,0.27,0.14,150.4,119.3,6.8,36.8,31.7,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"f5f8f368-5dbb-428b-8c3c-1a34fad30918","SCBI_045.basePlot.cfc","D02","SCBI","SCBI_045","tower","HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=",NA,"HvxvVDlCk19EVGeg9EptERY8d7QKUf5+RsjbOIWH67gvl0CWzsNFpw==",NA,"2017-07-28T05:10Z","2018-03-19",1,0.103,50,0.2,1.46,0.67,0.37,0.14,123.4,51.1,10.9,20.6,20.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"4821fc58-a493-4df2-bc4e-b5def744599d","SCBI_002.basePlot.cfc","D02","SCBI","SCBI_002","distributed","HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF33QYbdiOMRZA=",NA,"HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3I4tpEEK9kNTlzk6kM/79Pw==",NA,"2017-07-28T13:30Z","2018-03-19",1,0.104,50,0.29,1.09,1.49,0.3,0.18,48.7,71.4,10.8,30.5,24.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"7c338ffd-fab4-4a59-987e-0c180107b15d","SCBI_002.basePlot.cfc","D02","SCBI","SCBI_002","distributed","HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=",NA,"HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3MNYfliFxqUQ=",NA,"2017-07-28T14:47Z","2018-03-19",1,0.104,50,0.22,2.05,1.57,0.67,0.12,105.2,65.6,10.1,53.9,25.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"126cc917-0967-4e16-8a87-36d6615bad38","SCBI_002.basePlot.cfc","D02","SCBI","SCBI_002","distributed","HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJaxl8Ck9jB24=",NA,"HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJB2iu8N4eZbY=",NA,"2017-07-28T15:15Z","2018-03-19",1,0.102,50,0.17,1.48,0.83,0.57,0.13,273.8,268.7,277.8,23.4,270.5,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"83e3a578-c6a1-4aaf-9919-45a9cbe883d7","SCBI_045.basePlot.cfc","D02","SCBI","SCBI_045","tower","HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=",NA,"HvxvVDlCk1885jWb3D9uoNtfBoh8w7dsoQOxxD+UdycLiIeZBzPmoQ==",NA,"2017-07-28T19:35Z","2018-03-19",1,0.107,50,0.2,0.87,1.27,0.21,0.15,835.6,62.7,5.6,33.2,26.7,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"e6c27012-a7be-4373-ba4e-1218fac94289","SCBI_013.basePlot.cfc","D02","SCBI","SCBI_013","distributed","HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g0H5tKbBogRU=",NA,"HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5gQNOK5Dvb9vE=",NA,"2017-07-31T14:15Z","2018-03-19",1,0.105,50,0.14,0.47,0.83,0.17,0.12,824.6,53.1,6.3,33.5,18.1,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"1075c615-2d06-4051-aebc-a2e33368559c","SCBI_013.basePlot.cfc","D02","SCBI","SCBI_013","distributed","HvxvVDlCk18ush1BqjuQDS9DQaX44XwvURN7NsCxT/M=",NA,"HvxvVDlCk18ush1BqjuQDS9DQaX44XwvfNXrbI6sLYM=",NA,"2017-07-31T15:20Z","2018-03-19",1,0.105,50,0.21,0.77,1.95,0.46,0.14,241.8,61.4,9.7,13.4,22,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"7ea43526-2de5-40e1-8be2-829a8e98e29c","SCBI_013.basePlot.cfc","D02","SCBI","SCBI_013","distributed","HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvH9kpDJGuvvY=",NA,"HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvYrZNFrTZ+h+JOCkjfHp0zw==",NA,"2017-07-31T16:45Z","2018-03-19",1,0.104,50,0.17,0.36,0.91,0.1,0.12,393.8,56.4,7.9,32.6,18.1,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"de78a286-18c0-4dd6-a71c-a3d7493bcc94","SCBI_008.basePlot.cfc","D02","SCBI","SCBI_008","distributed","HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRhlQcjpEZCJs=",NA,"HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRHfJdTYlfzuCfIghwwwUOow==",NA,"2017-08-01T13:20Z","2018-03-19",1,0.103,50,0.13,0.37,0.94,0.13,0.15,266.7,65.4,10.8,30.5,18.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"31edf330-8cd3-462d-804d-6d7f627973b4","SCBI_008.basePlot.cfc","D02","SCBI","SCBI_008","distributed","HvxvVDlCk19JlN37PLGpuXmwYTp0GGASXFeig3DWZYo=",NA,"HvxvVDlCk19JlN37PLGpuXmwYTp0GGASSmnEBQOcc8U=",NA,"2017-08-01T14:15Z","2018-03-19",1,0.102,50,0.17,0.41,1.67,0.22,0.12,835.7,64.9,8.2,57.3,53.9,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"9c026c4a-7221-4fcf-9172-6daadac28c63","SCBI_011.basePlot.cfc","D02","SCBI","SCBI_011","distributed","HvxvVDlCk19LcyNt9GpiizHsoykg80Zn6ewX9TkT9Io=",NA,"HvxvVDlCk19LcyNt9GpiizHsoykg80ZnIGXxFEtwc58=",NA,"2017-08-01T18:05Z","2018-03-19",2,0.1,50,0.14,1.26,2.25,0.85,0.12,234.7,87.3,11.7,21.7,22.3,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"7f6065b7-639f-4875-af76-ab4d97e2cdb8","SCBI_011.basePlot.cfc","D02","SCBI","SCBI_011","distributed","HvxvVDlCk19LcyNt9GpiizHsoykg80Zn6ewX9TkT9Io=",NA,"HvxvVDlCk19LcyNt9GpiizHsoykg80ZnIGXxFEtwc58=",NA,"2017-08-01T18:05Z","2018-03-19",1,0.102,50,0.13,1.24,2.24,0.84,0.12,213.9,74.8,11.4,19.5,24.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"8ae824ce-a33d-4b4e-a68b-2c52dbca4c05","SCBI_011.basePlot.cfc","D02","SCBI","SCBI_011","distributed","HvxvVDlCk19LcyNt9Gpii5g5y6jx981iIgr5dxxPImk=",NA,"HvxvVDlCk19LcyNt9Gpii5g5y6jx981iAcLH3N07Pac=",NA,"2017-08-01T18:44Z","2018-03-19",1,0.108,50,0.18,1.48,1.1,0.68,0.15,235.4,308.2,4.1,24.3,26.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ff84e9a3-23bb-47eb-8518-54105d93bc21","SCBI_008.basePlot.cfc","D02","SCBI","SCBI_008","distributed","HvxvVDlCk18b8byyzvtwUShRHIk63Dg7AcG3DtgFtvI=",NA,"HvxvVDlCk18b8byyzvtwUShRHIk63Dg7t5nOzAtP6C4=",NA,"2017-08-01T20:14Z","2018-03-19",1,0.107,50,0.16,0.92,0.91,0.31,0.13,471.9,45.7,7.2,43.3,12.7,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"32d0fbab-65b6-49d3-92d3-66835fdebcdc","SCBI_011.basePlot.cfc","D02","SCBI","SCBI_011","distributed","HvxvVDlCk19LcyNt9Gpiizjew9YqWN5pjCHvvNaOZ5A=",NA,"HvxvVDlCk19LcyNt9Gpiizjew9YqWN5p0JYcdasinSA=",NA,"2017-08-01T21:20Z","2018-03-19",1,0.109,50,0.14,1.55,1.56,0.64,0.13,199.5,87.7,8.7,20.9,27.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"b404ebc1-07f2-47f5-ae09-94ef6225ff36","SCBI_047.basePlot.cfc","D02","SCBI","SCBI_047","tower","HvxvVDlCk1///5x2e0+GBQoeE/Pusmmq+V9J519zxOo=",NA,"HvxvVDlCk1///5x2e0+GBQoeE/Pusmmqh53/ogMH6X6Pl7pBIbygsw==",NA,"2017-08-02T14:00Z","2018-03-19",1,0.106,50,0.13,0.62,0.56,0.25,0.16,365.6,72.4,6.4,15,25.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"f2185b42-4a25-414a-904a-b56088d463d4","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","HvxvVDlCk19wFqR6DOcuD956vK5ubnMkeM0bIIJ/Cjw=",NA,"HvxvVDlCk19wFqR6DOcuD956vK5ubnMk8K4Y+4pfL1aAe9TohQ/sHw==",NA,"2017-08-02T17:40Z","2018-03-19",1,0.102,50,0.23,1.82,1.37,0.27,0.16,114.8,54.6,6.4,58.7,23.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"12025863-3dee-4bbe-a2da-e5681602f1e9","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXg7Sqy1nrRIk=",NA,"HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXA4w/xRNI/LY=",NA,"2017-08-02T18:40Z","2018-03-19",1,0.108,50,0.26,1.3,2.17,0.36,0.12,1381.8,40,7.6,60.7,27.7,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"0008ebb5-b353-46ac-a0da-cac9e21a2ac1","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHZrBp7emRViY=",NA,"HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHEohen7BD8PQ=",NA,"2017-08-02T19:32Z","2018-03-19",1,0.102,50,0.23,1.62,0.8,0.63,0.14,102.5,53.9,11.8,19.6,21.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"497e25c1-b0c9-43d9-8061-6a5f55cb1280","SCBI_047.basePlot.cfc","D02","SCBI","SCBI_047","tower","HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphddYCRZmtPBE=",NA,"HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphbeunboksuNM=",NA,"2017-08-03T02:40Z","2018-03-19",1,0.107,50,0.18,1.35,0.62,0.32,0.13,134.6,43.2,5.5,22.3,22.8,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
